Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location,Row_ID,Building Age
2020,251714,Lloyd Elementary -CPS,Submitted Data,2103 N Lamon Ave,60639,2.5,False,BELMONT CRAGIN,K-12 School,150436.0,1907.0,1.0,32.0,4506708.5,7731610.1,81.4,137.8,88.0,144.8,1114.0,7.4,41.91901757,-87.74788079,"(41.91901757, -87.74788079)",2020-251714,113.0
2020,101910,Michael A. Bilandic Building,Submitted Data,160 N LaSalle St,60601,4.0,False,LOOP,Office,464498.0,1920.0,1.0,79.0,13045901.7,12600101.5,55.2,107.1,57.7,109.8,2705.3,5.8,41.88474397,-87.63249596,"(41.88474397, -87.63249596)",2020-101910,100.0
2020,159419,"Fifth Praire Shores, LLC",Submitted Data,2801 S King Dr,60616,1.0,False,DOUGLAS,Multifamily Housing,289267.0,1960.0,1.0,21.0,4709257.4,32647070.7,129.1,164.1,137.5,172.9,2469.0,8.5,41.84364282,-87.61673336,"(41.84364282, -87.61673336)",2020-159419,60.0
2020,256550,NEMA Chicago,Submitted Data,1200 S Indiana Ave,60605,3.5,False,Near South Side,Multifamily Housing,1343820.0,2019.0,1.0,60.0,32621765.2,38781158.3,64.3,118.9,65.2,117.8,7151.1,6.4,41.865858,-87.6195328,"(41.865858, -87.6195328)",2020-256550,1.0
2020,255023,Clybourn1200,Submitted Data,454 W DIVISION ST,60610,2.0,False,Near North Side,Multifamily Housing,159968.0,2017.0,1.0,50.0,3595190.0,6327708.9,75.4,126.9,77.9,130.5,897.2,6.8,41.9037676,-87.63983401,"(41.9037676, -87.63983401)",2020-255023,3.0
2020,166122,"Rudolph, Wilma Elementary Learning Center/ Hope Institute -CPS",Submitted Data,1628 W Washington Blvd,60612,4.0,False,NEAR WEST SIDE,K-12 School,263250.0,1928.0,1.0,79.0,4772375.0,7730980.2,47.5,81.6,49.4,83.6,1155.5,4.4,41.88332,-87.667592,"(41.88332, -87.667592)",2020-166122,92.0
2020,254102,Residences at the VIC,Submitted Data,3140 N Sheffield Ave,60657,4.0,False,Lake View,Multifamily Housing,148500.0,2007.0,1.0,100.0,1555012.2,2847150.0,37.4,62.4,38.8,64.1,393.9,3.3,41.9393396,-87.65423,"(41.9393396, -87.65423)",2020-254102,13.0
2020,113507,LaSalle Terrace Condominium Association,Submitted Data,1540 N LaSalle St,60610,2.5,False,NEAR NORTH SIDE,Multifamily Housing,166700.0,1976.0,1.0,36.0,4079885.6,8584849.7,83.9,135.3,87.4,138.8,1092.7,7.2,41.91023785,-87.63363509,"(41.91023785, -87.63363509)",2020-113507,44.0
2020,147565,Lakeside Lofts,Submitted Data,2025  S INDIANA AVE,60616,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,101333.0,2006.0,1.0,89.0,1761482.5,5144159.1,68.1,102.0,70.5,104.1,548.1,5.4,41.84550365,-87.63055693,"(41.84550365, -87.63055693)",2020-147565,14.0
2020,251889,Smyser -CPS,Submitted Data,4310 N Melvina Ave,60634,4.0,False,PORTAGE PARK,K-12 School,78111.0,1932.0,1.0,64.0,1313825.7,3965590.1,67.6,100.4,75.7,109.6,415.7,5.3,41.95925122,-87.78261967,"(41.95925122, -87.78261967)",2020-251889,88.0
2020,244613,Fairbanks at Cityfront Plaza,Submitted Data,240 E Illinois St,60611,4.0,False,NEAR NORTH SIDE,Multifamily Housing,819946.0,2006.0,1.0,70.0,18128454.4,42229277.5,102.0,160.6,104.8,163.9,5072.3,8.6,41.89139925,-87.62079715,"(41.89139925, -87.62079715)",2020-244613,14.0
2020,173476,St. Demetrios Greek Orthodox Church,Submitted Data,2727 W WINONA ST,60625,4.0,False,LINCOLN SQUARE,Worship Facility,68141.0,1924.0,1.0,67.0,400830.8,1780584.4,34.5,47.4,41.0,54.1,157.1,2.5,41.97419798,-87.696868,"(41.97419798, -87.696868)",2020-173476,96.0
2020,100533,Englewood Academy HS -CPS,Submitted Data,6201 S Stewart Ave,60621,2.0,False,ENGLEWOOD,K-12 School,188800.0,1979.0,1.0,21.0,7213052.0,12271600.2,103.2,175.2,107.5,179.8,1777.5,9.4,41.78205573,-87.63426731,"(41.78205573, -87.63426731)",2020-100533,41.0
2020,101961,Inland Steel Building,Submitted Data,30 W Monroe,60603,3.0,False,LOOP,Office,311003.0,1958.0,1.0,63.0,8659372.7,19525200.4,93.6,148.7,98.4,153.7,2388.5,7.9,41.88108964,-87.62858918,"(41.88108964, -87.62858918)",2020-101961,62.0
2020,242563,(IL279) - 212 W Washington Condo,Submitted Data,212 W Washington St,60606,2.0,False,LOOP,Multifamily Housing,344323.0,1912.0,1.0,47.0,8344073.4,12464463.5,74.9,131.2,78.1,134.4,1964.3,7.1,41.88326842,-87.63512143,"(41.88326842, -87.63512143)",2020-242563,108.0
2020,116752,Ike Sims Village,Submitted Data,3333  W MAYPOLE AVE,60624,1.0,False,EAST GARFIELD PARK,Multifamily Housing,68664.0,1981.0,1.0,12.0,3806013.4,2429039.2,90.8,192.3,93.7,198.9,723.0,10.5,41.8808242,-87.72327934,"(41.8808242, -87.72327934)",2020-116752,39.0
2020,115046,4200 N Marine Drive,Submitted Data,4200 4212 N MARINE DR,60613,1.5,False,UPTOWN,Multifamily Housing,114400.0,1957.0,1.0,38.0,1707115.8,7366474.7,79.3,109.4,84.0,114.3,657.7,5.7,41.95402016,-87.6620278,"(41.95402016, -87.6620278)",2020-115046,63.0
2020,160208,The James Hotel,Submitted Data,55 E Ontario St,60611,2.0,False,NEAR NORTH SIDE,Hotel,72000.0,2000.0,1.0,26.0,7092609.8,6564979.8,189.7,371.6,189.7,371.6,1455.6,20.2,41.89325924,-87.62587447,"(41.89325924, -87.62587447)",2020-160208,20.0
2020,222943,University Park Condominium Association,Submitted Data,1451 E 55th St,60615,4.0,False,HYDE PARK,Multifamily Housing,579783.0,1961.0,2.0,85.0,1287153.1,48472538.7,92.3,101.1,98.9,107.9,2775.5,5.1,41.79535144,-87.59076509,"(41.79535144, -87.59076509)",2020-222943,59.0
2020,118892,Parc Chestnut Condominium Association,Submitted Data,849 N Franklin St,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,490568.0,2006.0,1.0,41.0,11421519.7,19866551.2,82.4,139.2,85.4,141.7,2837.8,7.5,41.897733,-87.635684,"(41.897733, -87.635684)",2020-118892,14.0
2020,251451,Madero Middle -CPS,Submitted Data,3202 W 28th St,60623,2.0,False,SOUTH LAWNDALE,K-12 School,62071.0,1996.0,1.0,15.0,2363458.7,3809910.0,99.5,171.1,103.0,174.1,571.2,9.2,41.840909,-87.705078,"(41.840909, -87.705078)",2020-251451,24.0
2020,254153,Terra Cotta Commons Condominium,Submitted Data,1760 W Wrightwood Ave,60614,4.0,False,Lincoln Park,Multifamily Housing,63110.0,1920.0,1.0,86.0,825649.4,1711368.1,50.8,82.2,52.5,83.2,219.8,4.4,41.8842525,-87.63245,"(41.8842525, -87.63245)",2020-254153,100.0
2020,102336,Institute of Cultural Affairs,Submitted Data,4750 N Sheridan Rd,60640,4.0,False,UPTOWN,Office,206154.0,1921.0,1.0,89.0,2249637.3,9225368.1,66.0,90.7,70.0,94.6,926.8,5.1,41.96865627,-87.65524596,"(41.96865627, -87.65524596)",2020-102336,99.0
2020,160198,"The Blackstone, A Renaissance Hotel",Submitted Data,636 S Michigan Ave,60605,4.0,False,LOOP,Hotel,385000.0,2008.0,1.0,99.0,6875145.0,11153711.0,46.8,80.4,46.8,80.4,1665.4,4.3,41.87333117,-87.62422947,"(41.87333117, -87.62422947)",2020-160198,12.0
2020,121374,8522-Edgewater,Submitted Data,5201 Sheridan Rd,60640,3.5,False,EDGEWATER,Supermarket/Grocery Store,55129.0,2013.0,1.0,55.0,9404755.4,6354424.8,285.9,598.7,297.0,610.4,1805.3,32.7,41.976491,-87.654964,"(41.976491, -87.654964)",2020-121374,7.0
2020,160186,Crowne Plaza Chicago Metro,Submitted Data,733 W Madison St,60661,4.0,False,NEAR WEST SIDE,Hotel,114000.0,1968.0,1.0,87.0,6706204.5,7115700.2,69.1,131.2,71.7,136.0,1424.6,7.1,41.88176792,-87.6467544,"(41.88176792, -87.6467544)",2020-160186,52.0
2020,175523,222 West Hubbard Street,Submitted Data,222 W Hubbard St,60654,3.5,False,NEAR NORTH SIDE,Office,66095.0,1905.0,1.0,76.0,2260402.2,1730722.9,60.4,123.3,62.8,125.8,444.7,6.7,41.89022006,-87.63488473,"(41.89022006, -87.63488473)",2020-175523,115.0
2020,251416,Linne Elementary -CPS,Submitted Data,3221 N Sacramento Ave,60618,4.0,False,AVONDALE,K-12 School,105920.0,1895.0,1.0,83.0,1690363.0,3212050.0,46.3,76.5,50.4,81.4,434.4,4.1,41.94009886,-87.70193107,"(41.94009886, -87.70193107)",2020-251416,125.0
2020,251898,Durkin Park Elementary -CPS,Submitted Data,8445 S Kolin Ave,60652,3.5,False,ASHBURN,K-12 School,79722.0,1961.0,1.0,57.0,2216222.5,2182680.0,55.2,106.6,57.5,109.0,461.8,5.8,41.73937185,-87.73003923,"(41.73937185, -87.73003923)",2020-251898,59.0
2020,244200,Michigan Avenue Tower Condominium Association,Submitted Data,1250 S Michigan Ave,60605,3.5,False,NEAR SOUTH SIDE,Multifamily Housing,441181.0,2008.0,1.0,51.0,11810740.5,14165958.4,64.5,119.1,66.8,122.8,2595.7,6.4,41.8659887,-87.624587,"(41.8659887, -87.624587)",2020-244200,12.0
2020,252071,Library Tower Condo Assoc.,Submitted Data,520 S State St,60605,3.5,False,LOOP,Multifamily Housing,387025.0,2008.0,1.0,72.0,7950181.2,14376343.1,61.4,102.7,63.6,105.1,2004.4,5.5,41.87510719,-87.6279746,"(41.87510719, -87.6279746)",2020-252071,12.0
2020,251574,Ariel Elemenentary-CPS,Submitted Data,1119 E 46th St,60653,2.5,False,KENWOOD,K-12 School,147109.0,1893.0,1.0,32.0,4164781.0,8226969.9,84.2,138.0,89.1,141.3,1087.0,7.4,41.81098941,-87.59800845,"(41.81098941, -87.59800845)",2020-251574,127.0
2020,251668,Ravenswood Elementary -CPS,Submitted Data,4332 N Paulina St,60613,4.0,False,LAKE VIEW,K-12 School,76423.0,1915.0,1.0,66.0,947881.0,4502900.4,71.3,96.6,76.1,101.6,387.1,5.1,41.96092641,-87.6712754,"(41.96092641, -87.6712754)",2020-251668,105.0
2020,251593,"Clay Elementary, Henry -CPS",Submitted Data,13221 S Burley,60633,3.0,False,HEGEWISCH,K-12 School,81950.0,1917.0,1.0,43.0,1370731.8,5550389.7,84.5,117.9,97.5,131.7,508.7,6.2,41.655086,-87.544686,"(41.655086, -87.544686)",2020-251593,103.0
2020,234641,Winston Towers II,Submitted Data,6833 N Kedzie Ave,60645,1.0,False,WEST RIDGE,Multifamily Housing,360669.0,1966.0,1.0,27.0,6925520.8,23023027.5,114.9,167.2,121.8,172.8,2303.7,8.8,42.00574707,-87.70855729,"(42.00574707, -87.70855729)",2020-234641,54.0
2020,254048,Catholic Charities: St. Leo Residence,Submitted Data,7750 S Emerald Ave,60620,1.5,False,Auburn Gresham,Multifamily Housing,67170.0,2006.0,1.0,31.0,2413440.7,4708995.6,108.5,178.3,110.4,180.3,626.8,9.5,41.73979805,-87.65349931,"(41.73979805, -87.65349931)",2020-254048,14.0
2020,119039,Churchview Manors and Churview supportive Living,Submitted Data,2626 2644 W 63RD ST,60629,1.0,False,CHICAGO LAWN,Senior Living Community,74185.0,2004.0,1.0,25.0,2325856.1,5277976.8,112.8,178.9,117.5,184.6,643.3,9.5,41.77517105,-87.71389848,"(41.77517105, -87.71389848)",2020-119039,16.0
2020,251429,Mayo Elementary -CPS,Submitted Data,245 E 37th St,60653,4.0,False,DOUGLAS,K-12 School,62750.0,1961.0,1.0,65.0,1044686.8,3067909.7,65.5,98.0,70.3,103.5,326.0,5.2,41.827401,-87.620126,"(41.827401, -87.620126)",2020-251429,59.0
2020,255970,Hayden,Submitted Data,1109 W Washington,60607,2.5,False,NEAR WEST SIDE,Multifamily Housing,110435.0,2020.0,1.0,38.0,3185730.0,5929664.5,89.0,147.9,92.2,150.5,812.1,7.9,41.88,-87.6548399,"(41.88, -87.6548399)",2020-255970,0.0
2020,251588,"Taylor, Douglas -CPS",Submitted Data,9912 S Avenue H,60617,2.0,False,EAST SIDE,K-12 School,87628.0,1923.0,1.0,21.0,1010667.5,9732470.2,122.6,148.9,138.3,165.4,674.7,7.7,41.71516268,-87.5337866,"(41.71516268, -87.5337866)",2020-251588,97.0
2020,251698,Bradwell Arts & Sciences Elementary -CPS,Submitted Data,7726 S Burnham,60649,4.0,False,SOUTH SHORE,K-12 School,143266.0,1895.0,1.0,91.0,1661189.0,4377879.9,42.2,64.6,46.5,69.5,491.8,3.4,41.75447542,-87.55737916,"(41.75447542, -87.55737916)",2020-251698,125.0
2020,244534,One Museum Park East Condominium Association,Submitted Data,1211 S Prairie Ave,60605,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,1151549.0,2008.0,1.0,81.0,19781459.6,39525344.4,62.3,101.7,64.7,104.3,5186.7,5.4,41.86619413,-87.62121604,"(41.86619413, -87.62121604)",2020-244534,12.0
2020,251491,Frazier International Magnet -CPS,Submitted Data,4027 W Grenshaw St,60624,2.5,False,NORTH LAWNDALE,K-12 School,72000.0,1966.0,1.0,31.0,1264862.9,6140970.0,102.9,138.7,110.9,147.2,523.6,7.3,41.86684246,-87.72623661,"(41.86684246, -87.72623661)",2020-251491,54.0
2020,103597,30 N LaSalle St,Submitted Data,30 N LaSalle St,60602,3.5,False,LOOP,Office,1095104.0,1974.0,1.0,76.0,32826510.8,31469670.8,58.7,114.1,62.2,117.8,6794.7,6.2,41.88284628,-87.63290243,"(41.88284628, -87.63290243)",2020-103597,46.0
2020,103645,203 N LaSalle St,Submitted Data,203 N LaSalle St,60601,4.0,False,LOOP,Office,1191631.0,1985.0,1.0,74.0,34656715.2,400857.8,53.1,147.6,55.3,153.7,5430.1,8.2,41.88606221,-87.63169041,"(41.88606221, -87.63169041)",2020-103645,35.0
2020,161131,731 S Plymouth Ct,Submitted Data,731 S Plymouth Ct,60605,3.0,False,LOOP,Multifamily Housing,151865.0,1913.0,1.0,46.0,6054672.5,2473410.2,56.2,128.7,65.7,143.7,1076.3,7.1,41.87269291,-87.62837598,"(41.87269291, -87.62837598)",2020-161131,107.0
2020,244360,1720 South Michigan Condominium Association,Submitted Data,1720 S Michigan Ave,60616,3.5,False,NEAR SOUTH SIDE,Multifamily Housing,684299.0,2007.0,1.0,55.0,17101534.3,27121534.4,83.7,144.4,87.8,149.5,4109.6,7.8,41.85862339,-87.62421069,"(41.85862339, -87.62421069)",2020-244360,13.0
2020,251651,Gary Elementary -CPS,Submitted Data,3740 W 31st St,60623,3.5,False,SOUTH LAWNDALE,K-12 School,132193.0,1911.0,1.0,51.0,2945797.4,6414819.6,70.8,113.3,78.1,123.5,800.5,6.1,41.83790661,-87.71883999,"(41.83790661, -87.71883999)",2020-251651,109.0
2020,160105,Wyndham Grand Chicago Riverfront,Submitted Data,71 E Wacker Dr,60601,2.5,False,LOOP,Hotel,250000.0,2000.0,1.0,52.0,7420795.6,12522087.3,88.0,143.2,94.5,151.6,1931.9,7.7,41.88737377,-87.62565442,"(41.88737377, -87.62565442)",2020-160105,20.0
2020,251683,Cooper Dual Language Academy -CPS,Submitted Data,1624 W 19th St,60608,4.0,False,LOWER WEST SIDE,K-12 School,131200.0,1885.0,1.0,95.0,1515428.9,2795680.3,32.9,54.7,35.8,58.2,385.0,2.9,41.85622477,-87.66713005,"(41.85622477, -87.66713005)",2020-251683,135.0
2020,251408,Clissold Elementary -CPS,Submitted Data,2330 W 110th Pl,60643,3.0,False,MORGAN PARK,K-12 School,63257.0,1930.0,1.0,46.0,1366837.9,3532610.3,77.5,119.1,82.4,124.4,401.0,6.3,41.692987,-87.679776,"(41.692987, -87.679776)",2020-251408,90.0
2020,160373,Hubbard Place Apartments,Submitted Data,360 W Hubbard St,60654,4.0,False,NEAR NORTH SIDE,Multifamily Housing,686958.0,2013.0,1.0,70.0,13635950.2,19413967.5,66.1,117.1,68.9,120.0,3159.3,6.3,41.89042593,-87.63864217,"(41.89042593, -87.63864217)",2020-160373,7.0
2020,100631,Hubbard HS -CPS,Submitted Data,6200 S Hamlin Ave,60629,4.0,False,WEST LAWN,K-12 School,218200.0,1929.0,1.0,90.0,2657029.3,8436730.5,50.8,74.7,55.6,79.7,862.8,4.0,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2020-100631,91.0
2020,237384,Maple Tower Condominiums,Submitted Data,1035 N DEARBORN ST,60610,4.0,False,NEAR NORTH SIDE,Multifamily Housing,135086.0,2005.0,1.0,70.0,4399460.2,869227.2,47.1,118.4,49.7,125.7,732.8,6.6,41.90163587,-87.62949064,"(41.90163587, -87.62949064)",2020-237384,15.0
2020,251518,"Pulaski Fine Arts Academy, Casimir -CPS",Submitted Data,2230 W Mclean Ave,60647,2.0,False,LOGAN SQUARE,K-12 School,103904.0,1949.0,1.0,15.0,3876184.4,6403839.9,98.9,169.2,105.3,178.3,945.1,9.1,41.91878607,-87.68377909,"(41.91878607, -87.68377909)",2020-251518,71.0
2020,160347,Dwight Lofts LLC,Submitted Data,642 S Clark St,60605,4.0,False,LOOP,Multifamily Housing,205348.0,2008.0,1.0,79.0,7500367.8,9142095.7,84.6,155.5,87.8,158.9,1656.2,8.4,41.87384,-87.630698,"(41.87384, -87.630698)",2020-160347,12.0
2020,251600,Mozart -CPS,Submitted Data,2200 N Hamlin Ave,60647,3.5,False,LOGAN SQUARE,K-12 School,92365.0,1911.0,1.0,57.0,1874065.3,4455830.1,68.5,107.5,72.5,111.6,529.2,5.7,41.92132822,-87.72244339,"(41.92132822, -87.72244339)",2020-251600,109.0
2020,251401,"Neil Elementary, Jane A -CPS",Submitted Data,8555 S Michigan Ave,60619,4.0,False,CHATHAM,K-12 School,71870.0,1953.0,1.0,68.0,333471.8,5564070.3,82.1,94.3,87.5,100.3,347.6,4.8,41.73856744,-87.62024724,"(41.73856744, -87.62024724)",2020-251401,67.0
2020,156373,225 W Ohio St,Submitted Data,225 W Ohio St,60654,3.5,False,NEAR NORTH SIDE,Office,60892.0,1907.0,1.0,79.0,1293163.6,1677071.8,48.8,88.4,50.9,90.6,290.9,4.8,41.89234316,-87.63534055,"(41.89234316, -87.63534055)",2020-156373,113.0
2020,165819,Washington Park SRO,Submitted Data,5000 5016 S INDIANA AVE,60615,4.0,False,GRAND BOULEVARD,Multifamily Housing,97465.0,1982.0,1.0,96.0,1487504.1,2343124.9,39.3,68.0,39.3,68.0,356.6,3.7,41.80363832,-87.62178136,"(41.80363832, -87.62178136)",2020-165819,38.0
2020,101713,Aon Center,Submitted Data,200 E Randolph St,60601,4.0,False,LOOP,Office,3457865.0,1972.0,1.0,81.0,88649320.1,74788659.9,68.6,118.1,70.0,119.7,20741.2,6.5,41.88529085,-87.62152084,"(41.88529085, -87.62152084)",2020-101713,48.0
2020,111837,Marlborough Condominium Association,Submitted Data,400 414 W DEMING PL,60614,4.0,False,LINCOLN PARK,Multifamily Housing,196000.0,1912.0,1.0,83.0,2107442.3,11078440.1,67.3,89.5,71.1,92.9,917.3,4.7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)",2020-111837,108.0
2020,252031,57135-Chicago-Downtown,Submitted Data,201 E Walton Pl,60611,4.0,False,NEAR NORTH SIDE,Hotel,177137.0,1987.0,1.0,71.0,5515610.6,12566948.8,102.1,161.7,105.7,164.7,1528.3,8.6,41.89981331,-87.62141411,"(41.89981331, -87.62141411)",2020-252031,33.0
2020,244318,The Edge Lofts & Tower Condominium Association,Submitted Data,210 S Des Plaines St,60661,1.0,False,NEAR WEST SIDE,Multifamily Housing,353135.0,2004.0,1.0,14.0,8998699.6,18600712.2,116.0,188.1,119.2,190.8,2392.4,10.1,41.87894567,-87.64445559,"(41.87894567, -87.64445559)",2020-244318,16.0
2020,251530,Pasteur Elementary -CPS,Submitted Data,5825 S Kostner Ave,60629,4.0,False,WEST ELSDON,K-12 School,98900.0,1927.0,1.0,78.0,1704448.1,3629759.9,53.9,86.8,59.2,93.1,458.8,4.6,41.78617286,-87.73238001,"(41.78617286, -87.73238001)",2020-251530,93.0
2020,251692,Nightingale Elementary -CPS,Submitted Data,5250 S Rockwell St,60632,2.0,False,GAGE PARK,K-12 School,140838.0,1926.0,1.0,26.0,4481327.7,7751970.2,86.9,146.9,90.5,151.0,1111.1,7.9,41.79805484,-87.68983953,"(41.79805484, -87.68983953)",2020-251692,94.0
2020,101756,Cook County Building,Submitted Data,118 N Clark St,60602,3.5,False,LOOP,Office,638592.0,1906.0,1.0,53.0,31463456.1,30530798.1,97.1,188.2,101.5,192.8,6532.1,10.2,41.88385328,-87.63167966,"(41.88385328, -87.63167966)",2020-101756,114.0
2020,252127,Circa 922,Submitted Data,922 W Washington Blvd,60607,3.0,False,Near West Side,Multifamily Housing,204813.0,2015.0,1.0,48.0,4917504.0,7406928.1,78.4,137.0,80.7,139.0,1160.9,7.4,41.8831353,-87.65056,"(41.8831353, -87.65056)",2020-252127,5.0
2020,159892,Promontory Apartments,Submitted Data,5530 S SHORE DR,60637,3.5,False,HYDE PARK,Multifamily Housing,180351.0,1949.0,1.0,53.0,3265741.3,13586599.8,93.4,129.8,98.8,135.2,1231.3,6.8,41.794687,-87.58046479,"(41.794687, -87.58046479)",2020-159892,71.0
2020,251260,The Belmont by Reside,Submitted Data,3170 N Sheridan Rd,60657,3.5,False,LAKE VIEW,Multifamily Housing,475020.0,1924.0,1.0,78.0,7579433.3,19817492.8,57.7,88.5,59.5,90.4,2235.5,4.7,41.93973305,-87.64000019,"(41.93973305, -87.64000019)",2020-251260,96.0
2020,255017,Midway Pointe Senior Residences,Submitted Data,5011 W 47TH ST,60638,4.0,False,Garfield Ridge,Multifamily Housing,88080.0,2017.0,1.0,92.0,2168049.7,1491337.5,41.5,86.7,43.0,89.2,417.6,4.7,41.80752955,-87.74863158,"(41.80752955, -87.74863158)",2020-255017,3.0
2020,252216,Beach Point Tower Condominium Association,Submitted Data,5801 N Sheridan Rd,60660,1.0,False,EDGEWATER,Multifamily Housing,160000.0,1956.0,1.0,17.0,2879608.5,12834131.1,98.2,134.6,107.5,142.7,1131.1,7.1,41.98760277,-87.65521384,"(41.98760277, -87.65521384)",2020-252216,64.0
2020,233760,Park Newberry Condominiums,Submitted Data,55 W Delaware Pl,60610,1.0,False,NEAR NORTH SIDE,Multifamily Housing,354934.0,1995.0,1.0,4.0,10694320.7,23494153.0,131.5,210.0,137.5,215.6,2916.9,11.2,41.89821936,-87.63056762,"(41.89821936, -87.63056762)",2020-233760,25.0
2020,103766,640 N LaSalle Dr,Submitted Data,640 N LaSalle St,60654,4.0,False,NEAR NORTH SIDE,Office,329845.0,1969.0,1.0,68.0,16202311.9,2245160.3,65.3,169.0,68.4,175.1,2647.9,9.4,41.89361489,-87.63342151,"(41.89361489, -87.63342151)",2020-103766,51.0
2020,159982,Mahalia Jackson Apt,Submitted Data,9141 - 9177 S South Chicago Ave,60617,1.0,False,SOUTH CHICAGO,Multifamily Housing,103330.0,1974.0,2.0,9.0,3471545.9,15959119.9,213.1,290.4,227.0,305.0,1389.5,15.2,41.72901449,-87.55425891,"(41.72901449, -87.55425891)",2020-159982,46.0
2020,251488,Esmond Elementary -CPS,Submitted Data,1865 W Montvale Ave,60643,2.5,False,MORGAN PARK,K-12 School,53700.0,1891.0,1.0,33.0,763518.4,5371580.2,114.2,144.8,122.8,153.8,404.5,7.5,41.6887948,-87.66968662,"(41.6887948, -87.66968662)",2020-251488,129.0
